"station_id","station_name","climate_id","prov"
330,"ROBERTS CREEK","1046791","BC"
331,"ROBERTS CREEK EAST","1046795","BC"
332,"SQUAMISH GARIBALDI","1047F6B","BC"
333,"SECHELT","1047170","BC"
334,"SECHELT SANDY HOOK","1047176","BC"
335,"SECHELT 5WEST","1047179","BC"
336,"SQUAMISH AIRPORT","10476F0","BC"
337,"SQUAMISH","1047660","BC"
338,"SQUAMISH FMC CHEMICALS","1047662","BC"
339,"SQUAMISH ST DAVIDS","1047669","BC"
340,"SQUAMISH STP","1047670","BC"
341,"SQUAMISH STP CENTRAL","1047671","BC"
342,"SQUAMISH UPPER","1047672","BC"
343,"SQUAMISH 10 MILE","1047673","BC"
344,"STILLWATER POWER HOUSE","1047770","BC"
345,"TEXADA ISLAND A","1048140","BC"
346,"TUNNEL CAMP","1048310","BC"
347,"WEST REDONDA ISLAND","1048816","BC"
348,"WHISTLER","1048898","BC"
349,"WOODFIBRE","1048974","BC"
350,"WOODFIBRE HENRIETTA LK","1048975","BC"
351,"SEWALL MASSET INLET","105PA91","BC"
352,"CAPE ST JAMES","1051350","BC"
353,"CINOLA MINE SITE","1051630","BC"
354,"DEAD TREE POINT","1052310","BC"
355,"EDEN LAKE","1052639","BC"
356,"IKEDA BAY","1053645","BC"
357,"MASSET TOW HILL","1054RKF","BC"
358,"LANGARA","1054500","BC"
359,"MASSET CFS","10549BN","BC"
360,"MASSET AIRPORT","1054920","BC"
361,"MASSET A","1054925","BC"
362,"MASSET INDIAN DAY SCHOOL","1054926","BC"
363,"PALLANT CREEK","1055950","BC"
364,"PORT CLEMENTS","1056250","BC"
365,"QUEEN CHARLOTTE CITY","1056590","BC"
366,"RENNELL SOUND","1056742","BC"
367,"SANDSPIT A","1057050","BC"
368,"SEWELL INLET","1057192","BC"
369,"TASU SOUND","1058003","BC"
370,"TLELL","1058190","BC"
371,"FORWARD HARBOUR","106C0C5","BC"
372,"TERRACE GOSSAN CREEK","106H130","BC"
373,"WADHAMS CDF","106Q669","BC"
374,"ADDENBROKE ISLAND","1060080","BC"
375,"ALICE ARM","1060330","BC"
376,"ALICE ARM","1060331","BC"
377,"ANYOX","1060446","BC"
378,"BELLA BELLA","1060810","BC"
379,"BELLA BELLA SHEARWATER","1060820","BC"
380,"BELLA COOLA","1060840","BC"
381,"BELLA COOLA A","1060841","BC"
382,"BELLA COOLA BC HYDRO","1060842","BC"
383,"BOAT BLUFF","1060901","BC"
384,"BONILLA ISLAND","1060902","BC"
385,"BUTEDALE","1061210","BC"
386,"DAWSONS LANDING","1062295","BC"
387,"DRYAD POINT","1062544","BC"
388,"EAST CRACROFT ISL","1062593","BC"
389,"EGG ISLAND","1062646","BC"
390,"ETHELDA BAY","1062745","BC"
391,"FALLS RIVER","1062790","BC"
392,"GENESEE RIVER","1063086","BC"
393,"GREEN ISLAND","1063298","BC"
394,"HARTLEY BAY","1063339","BC"
395,"IVORY ISLAND","1063690","BC"
396,"KEMANO","1064020","BC"
397,"KILDALA","1064138","BC"
398,"KINGCOME INLET","1064227","BC"
399,"KITIMAT","1064288","BC"
400,"KITIMAT","1064289","BC"
401,"KITIMAT MISSION","1064290","BC"
402,"KITIMAT TOWNSITE","1064320","BC"
403,"KITIMAT 2","1064321","BC"
404,"KITIMAT 3","1064322","BC"
405,"KITSAULT MINESITE","1064329","BC"
406,"KNIGHT INLET","1064375","BC"
407,"LAKELSE LAKE","1064497","BC"
408,"LAWYER ISLAND","1064591","BC"
409,"MCINNES ISLAND","1065010","BC"
410,"MILL BAY","1065130","BC"
411,"MINSTREL ISLAND","1065170","BC"
412,"NAAS HARBOUR","1065275","BC"
413,"NAMU","1065310","BC"
414,"OCEAN FALLS","1065670","BC"
415,"PACIFIC","1065945","BC"
416,"PHILLIPS ARM","1066JFQ","BC"
417,"PORT EDWARD","1066K57","BC"
418,"POINTER ISLAND","1066202","BC"
419,"PORT SIMPSON","1066336","BC"
420,"PREMIER","1066420","BC"
421,"PRINCE RUPERT","1066480","BC"
422,"PRINCE RUPERT A","1066481","BC"
423,"PRINCE RUPERT FERN PASS","1066484","BC"
424,"PRINCE RUPERT MONT CIRC","1066488","BC"
425,"PRINCE RUPERT R PARK","1066492","BC"
426,"PRINCE RUPERT SHAWATLANS","1066493","BC"
427,"RIVERS INLET","1066787","BC"
428,"RIVERS INLET GOOD HOPE","1066788","BC"
429,"ROSSWOOD","1066885","BC"
430,"ROY","1066900","BC"
431,"SALVUS CAMP","1067005","BC"
432,"SHAWL BAY","1067225","BC"
433,"STEWART","1067740","BC"
434,"STEWART A","1067742","BC"
435,"STEWART BCHPA","1067745","BC"
436,"STUIE TWEEDSMUIR LODGE","1067776","BC"
437,"SURF INLET","1067868","BC"
438,"SWANSON BAY","1067880","BC"
439,"SWANSON BAY","1067881","BC"
440,"TERRACE","1068100","BC"
441,"TERRACE A","1068130","BC"
442,"TERRACE PCC","1068131","BC"
443,"THOMPSON SOUND","1068159","BC"
444,"THURSTON BAY","1068170","BC"
445,"TOBA INLET","1068201","BC"
446,"TRIPLE ISLAND","1068250","BC"
447,"WANNOCK RIVER","1068677","BC"
448,"CEDARVALE","107ADFE","BC"
449,"SUSTUT MOUNTAIN","107GHG9","BC"
450,"SUSKWA VALLEY","107G879","BC"
451,"SMITHERS KATHLYN LAKE","107P505","BC"
452,"AIYANSH","1070150","BC"
453,"AIYANSH 2SE","1070154","BC"
454,"BABINE LAKE FISHERIES","1070571","BC"
455,"BABINE LAKE HALIFAX BAY","1070572","BC"
456,"BABINE LAKE PINKUT CREEK","1070573","BC"
457,"BIG OLIVER CREEK","1070873","BC"
458,"BRUCEJACK LAKE","1071092","BC"
459,"COLLINS LAKE","1071785","BC"
460,"CRANBERRY RIVER","1072075","BC"
461,"EQUITY SILVER","1072692","BC"
462,"FORT BABINE","1072902","BC"
463,"HAZELTON","1073L4F","BC"
464,"FULTON LAKE","1073040","BC"
465,"GRANISLE COPPER LTD","1073278","BC"
466,"HAZELTON TEMLEHAN","1073347","BC"
467,"HAZELTON 2","1073349","BC"
468,"HAZELTON TRIPLE CREEK RANCH","107335J","BC"
469,"HOUSTON","1073612","BC"
470,"HOUSTON","1073615","BC"
471,"HOUSTON GOOSLY LAKE","1073616","BC"
472,"KISPIOX","1074276","BC"
473,"KITSAULT MILLSITE","1074328","BC"
474,"KITSAULT MINESITE","1074330","BC"
475,"KITSAULT TOWNSITE","1074331","BC"
476,"KITWANGA","1074336","BC"
477,"MACLURE LAKE","1074800","BC"
478,"MORICE RIVER FDR","1075199","BC"
479,"MORICE RIVER HOUSTON","1075200","BC"
480,"MORICETOWN","1075202","BC"
481,"MURDER CREEK","1075253","BC"
482,"NASS CAMP","1075384","BC"
483,"NASS RIVER","1075385","BC"
484,"NEW HAZELTON","1075520","BC"
485,"QUICK","1076638","BC"
486,"ROSSWOOD","1076886","BC"
487,"SMITHERS A","1077500","BC"
488,"SMITHERS CDA","1077505","BC"
489,"SMITHERS 4E","1077508","BC"
490,"UNUK RIVER ESKAY CREEK","1078L3D","BC"
491,"TELKWA","1078070","BC"
492,"TELKWA COAL MINE RD","1078072","BC"
493,"TELKWA MACLURE LAKE","1078074","BC"
494,"TELKWA ROUND LAKE","1078080","BC"
495,"TELKWA WOODMERE RD","1078086","BC"
496,"TOPLEY LANDING","1078209","BC"
497,"HOUSTON MCBRIDE LAKE","108CFAF","BC"
498,"BLACKDOME MOUNTAIN","1080QQ0","BC"
499,"ALEXIS CREEK","1080283","BC"
500,"ALEXIS CREEK","1080284","BC"
501,"ALEXIS CREEK","1080285","BC"
502,"ALEXIS CREEK TAUTRI CRK","1080289","BC"
506,"ATNARKO PARKS CAMP","1080562","BC"
507,"BIG CREEK","1080870","BC"
508,"BRALORNE","1080930","BC"
509,"CHARLOTTE LAKE","1081D6R","BC"
510,"CHARLIE CREEK RANCH","1081469","BC"
511,"CHILKO LAKE","1081515","BC"
512,"COLLEYMOUNT","1081788","BC"
513,"ELKINS CREEK RANCH","1082654","BC"
514,"EUCHINIKO TITETOWN","1082748","BC"
515,"GILLIES CROSSING","1083157","BC"
516,"GRASSY PLAINS","1083285","BC"
517,"HAVEN LAKE","1083344","BC"
518,"KEMANO KILDALA PASS","1084050","BC"
519,"KLEENA KLEENE","1084349","BC"
520,"KLEENA KLEENE","1084350","BC"
521,"KLEENA KLEENE 2","1084351","BC"
522,"LAJOIE DAM","1084490","BC"
523,"LUNCH LAKE","1084731","BC"
524,"MEAGER CREEK","1085064","BC"
525,"MOSLEY CREEK SAND CREEK","1085208","BC"
526,"NADINA RIVER","1085279","BC"
527,"NADINA RIVER","1085280","BC"
528,"NADINA RIVER","1085281","BC"
529,"NANIKA RIVER HATCHERY","1085373","BC"
530,"NAZKO","1085414","BC"
531,"NEMAIA VALLEY CHILKO LK","1085450","BC"
532,"NIMPO LAKE","1085597","BC"
533,"NIMPO LAKE 2","1085598","BC"
534,"NORA LEE NORTH","1085615","BC"
535,"OOTSA L SKINS L SPILLWAY","1085835","BC"
536,"PEMBERTON AIRPORT CS","1086082","BC"
537,"PEMBERTON BCFS","1086083","BC"
538,"PEMBERTON MEADOWS","1086090","BC"
539,"PEMBERTON MEADOWS 4NW","1086093","BC"
540,"PEMBERTON WOLVERINE CR","1086098","BC"
541,"PUNTCHESAKUT LAKE","1086550","BC"
542,"PUNTZI MOUNTAIN","1086555","BC"
543,"PUNTZI MOUNTAIN","1086556","BC"
544,"QUESNEL BAR HL RANCH","1086633","BC"
545,"REDSTONE STUART RANCH","1086695","BC"
546,"SOUTHBANK","1087600","BC"
547,"TAHTSA LAKE WEST","1087950","BC"
548,"TAKYSIE LAKE","1087974","BC"
549,"TASEKO RIVER VICK CREEK","1087998","BC"
550,"TATELKUZ LAKE","1088007","BC"
551,"TATLA LAKE BCFS","1088009","BC"
552,"TATLAYOKO LAKE","1088010","BC"
553,"TSUNIAH LAKE LODGE","1088293","BC"
554,"TYAUGHTON LAKE RESORT","1088326","BC"
555,"WISTARIA","1088970","BC"
556,"CATFISH CREEK","109AMEP","BC"
557,"FRASER LAKE NORTH SHORE","109C0LF","BC"
558,"FRASER LAKE NORTH SHORE","109C0L6","BC"
559,"108 MILE HOUSE ABEL LAKE","109E7R6","BC"
560,"STRATHNAVER","109G775","BC"
561,"WILLIAMS LAKE ESLER 2","109H9M2","BC"
562,"TETE JAUNE","109QJ3G","BC"
563,"WINEGLASS RANCH","109QR57","BC"
564,"BOWRON LAKE","1090R0R","BC"
565,"ALEZA LAKE","1090300","BC"
566,"ALKALI LAKE","1090335","BC"
567,"BALDY HUGHES","1090586","BC"
568,"BARKERVILLE","1090660","BC"
569,"BOSS MOUNTAIN","1090904","BC"
570,"BRIDGE RIVER","1090989","BC"
571,"BRIDGE RIVER","1090990","BC"
572,"BURNS LAKE","1091169","BC"
573,"BURNS LAKE DECKER LAKE","1091170","BC"
574,"BURNS LAKE DECKER LAKE","1091174","BC"
575,"CAMILLE LAKE","1091235","BC"
576,"CANIM LAKE","1091305","BC"
577,"CHIEF LAKE","1091512","BC"
578,"DOG CREEK","1092489","BC"
579,"DOG CREEK A","1092490","BC"
580,"DOME CREEK","1092519","BC"
581,"DOME CREEK","1092520","BC"
582,"DUNSTER","1092578","BC"
583,"ENDAKO MINE","1092676","BC"
584,"ENDAKO SAVORY","1092678","BC"
585,"ENGEN","1092685","BC"
586,"FORT FRASER","1092904","BC"
587,"FORT FRASER 13S","1092905","BC"
588,"FORT ST JAMES","1092970","BC"
589,"FORT ST JAMES A","1092972","BC"
590,"GANG RANCH","1093052","BC"
591,"GISCOME","1093165","BC"
592,"HIXON","1093474","BC"
593,"HIXON BCFS","1093475","BC"
594,"HORSEFLY","1093598","BC"
595,"HORSEFLY BCFS","1093599","BC"
596,"HORSEFLY LAKE GRUHS LAKE","1093600","BC"
597,"ISLE PIERRE","1093680","BC"
598,"JESMOND","1093730","BC"
599,"KALDER LAKE","1093777","BC"
600,"KEITHLEY CREEK","1093920","BC"
601,"KERSLEY","1094125","BC"
602,"KERSLEY 2","1094127","BC"
603,"LAC LA HACHE","1094455","BC"
604,"LAC LA HACHE DINGWALL CREEK","1094456","BC"
605,"LAC LA HACHE 11SW","1094457","BC"
606,"LEO CREEK","1094602","BC"
607,"LIKELY","1094616","BC"
608,"LORSTA WILLIAMS LAKE","1094719","BC"
609,"MACKAY RIVER","1094785","BC"
610,"MAPES","1094897","BC"
611,"MCBRIDE ELDER CREEK","1094948","BC"
612,"MCBRIDE 4SE","1094950","BC"
613,"MCBRIDE NORTH","1094955","BC"
614,"MCBRIDE S & W RANCH","1094962","BC"
615,"MCGREGOR","1095000","BC"
616,"MCLEESE LAKE FRASERVIEW","1095015","BC"
617,"MCLEESE LAKE GRANITE MT","1095018","BC"
618,"MOFFAT CREEK","1095195","BC"
619,"MOUNT ROBSON RANCH","10952B9","BC"
620,"NAVER CREEK","1095410","BC"
621,"NAVER CREEK AHBAU","1095412","BC"
622,"NORCO COAL","1095617","BC"
623,"OCHILTREE MIOCENE","1095676","BC"
624,"OLD SUMMIT RD NORTH","1095740","BC"
625,"100 MILE HOUSE","1095790","BC"
626,"108 MILE HOUSE","1095796","BC"
627,"150 MILE HOUSE","1095820","BC"
628,"150 MILE HOUSE 7N","1095821","BC"
629,"PRINCE GEORGE","1096435","BC"
630,"PRINCE GEORGE","1096436","BC"
631,"PRINCE GEORGE A","1096450","BC"
632,"PRINCE GEORGE WEST LAKE","1096455","BC"
633,"PRINCE GEORGE 15NW","1096458","BC"
634,"PR GEORGE FOREMAN FLAT","1096460","BC"
635,"PRINCE GEORGE MIWORTH","1096465","BC"
636,"PRINCE GEORGE STP","1096468","BC"
637,"PRINCE GEORGE WESTWOOD","1096470","BC"
638,"QUESNEL","1096600","BC"
639,"QUESNEL AUT","1096601","BC"
640,"QUESNEL A","1096630","BC"
641,"QUESNEL MOOSE HEIGHTS","1096635","BC"
642,"QUESNEL NAZKO ROAD","1096636","BC"
643,"RED PASS JUNCTION","1096660","BC"
644,"RED PASS MT ROBSON PARK","1096665","BC"
645,"REDSTONE","1096691","BC"
646,"RISKE CREEK FTP","1096775","BC"
647,"SALMON VAL ERICKSON RD","1096952","BC"
648,"SINCLAIR MILLS","1097370","BC"
649,"SODA CREEK","1097550","BC"
650,"SPOKIN LAKE 4E","1097646","BC"
651,"STEWART CREEK","1097750","BC"
652,"TACHIE 1SE","1097888","BC"
653,"TAKLA LANDING","1097970","BC"
654,"VANDERHOOF BRAESIDE RD","1098DR0","BC"
655,"VANDERHOOF","1098D90","BC"
656,"TETE JAUNE","1098138","BC"
657,"TWAN CREEK","1098318","BC"
658,"TYEE LAKE","1098328","BC"
659,"UPPER FRASER","1098335","BC"
660,"VANDERHOOF","10984R0","BC"
661,"VANDERHOOF","1098490","BC"
662,"VANDERHOOF 2NE","1098492","BC"
663,"WILLIAMS LAKE","1098939","BC"
664,"WILLIAMS LAKE A","1098940","BC"
665,"WILLIAMS LAKE ESLER","1098942","BC"
666,"WILLIAMS LAKE GLENDALE","1098943","BC"
667,"WILLIAMS LAKE RIVER","1098946","BC"
668,"WILLOW RIVER","1098954","BC"
669,"WILLOW RIVER","1098955","BC"
670,"WOODPECKER","1098977","BC"
671,"BURNABY METROTOWN","110A1ND","BC"
672,"HANEY UBC RF MARC","110CCCC","BC"
673,"LIONS BAY 2","110D634","BC"
674,"MAPLE RIDGE STP","110D90K","BC"
675,"MISSION HARTLEY RD","110EA90","BC"
676,"N VANCOUVER CLOVERLEY","110EFEF","BC"
677,"NORTH VANC LONSDALE PARK","110EFE9","BC"
678,"N VANCOUVER SEYMOUR BLVD","110EFFF","BC"
679,"N VANCOUVER CAPILANO HIGHLANDS","110EFNN","BC"
680,"N VANCOUVER CLEVELAND","110EF56","BC"
681,"N VANC GRAND BLVD","110EF57","BC"
682,"PITT MEADOWS STP","110FAG9","BC"
683,"PITT MEADOWS ALOUETTE RIVER","110FJPP","BC"
684,"PORT COQUITLAM MARY HILL","110FKNF","BC"
685,"PORLIER PASS LIGHT STATION","110FK0M","BC"
686,"SURREY GUILDFORD","110GQPB","BC"
687,"SURREY PANORAMA RIDGE","110G8G8","BC"
688,"VANCOUVER GRANDVIEW N","110HD4N","BC"
689,"VANCOUVER GRANDVIEW E","110HD45","BC"
690,"VANCOUVER KITSILANO BEACH","110HM5C","BC"
691,"VANCOUVER JERICHO BEACH","110H447","BC"
692,"VANCOUVER WEST 10TH","110H488","BC"
693,"MAPLE RIDGE WHONNOCK LAKE","110MR02","BC"
694,"NORTH VANCOUVER BLUE RIDGE","110NFEQ","BC"
695,"NORTH VANCOUVER DOLLARTON","110NFNF","BC"
696,"N VANC SONORA DR","110N6FF","BC"
697,"N VANCOUVER REDONDA DR","110N6F5","BC"
698,"N VAN SEYMOUR HATCHERY","110N666","BC"
699,"ALDERGROVE CENTRE","1100KM0","BC"
700,"BLACKCOMB MOUNTAIN 1540","1100Q7Q","BC"
701,"ABBOTSFORD","1100015","BC"
702,"ABBOTSFORD A","1100030","BC"
703,"ABBOTSFORD EAST","1100035","BC"
704,"ABBOTSFORD KING ROAD","1100037","BC"
705,"ABBOTSFORD UPPER SUMAS","1100040","BC"
706,"AGASSIZ RCS","1100119","BC"
707,"AGASSIZ CDA","1100120","BC"
708,"AGASSIZ MOUNTAIN INSTITUTE","1100130","BC"
709,"ALDERGROVE","1100240","BC"
710,"ALDERGROVE 2","1100241","BC"
711,"ALDERGROVE 48 AVENUE","1100245","BC"
712,"ALOUETTE LAKE","1100360","BC"
713,"ALOUETTE POWER HOUSE","1100370","BC"
714,"ANNACIS ISLAND","1100440","BC"
715,"BLACKCOMB MOUNTAIN 1860","1100879","BC"
716,"CHILLIWACK R HATCHERY","1101N65","BC"
717,"COQUITLAM MUNDY PARK 2","1101Q9A","BC"
718,"BURNABY CARIBOO DAM","11011MF","BC"
719,"BURNABY EAST","11011N0","BC"
720,"BUNTZEN BAY","1101138","BC"
721,"BUNTZEN LAKE","1101140","BC"
722,"BURNABY BC INST TECHNOL","1101142","BC"
723,"BURNABY BRANTFORD","1101144","BC"
724,"BURNABY CAPITOL HILL","1101146","BC"
725,"BURNABY CURTIS","1101147","BC"
726,"BURNABY EAST","1101150","BC"
727,"BURNABY EDMONDS","1101151","BC"
728,"BURNABY LAKE","1101153","BC"
729,"BURNABY LAKE WEST","1101154","BC"
730,"BURNABY MTN TERMINAL","1101155","BC"
731,"BURNABY SIMON FRASER U","1101158","BC"
732,"BURNABY SUNCREST","1101160","BC"
733,"BURNABY VANCOUVER HTS","1101166","BC"
734,"BURQUITLAM VANCOUVER GOLF COURSE","1101200","BC"
735,"CHILLIWACK","1101530","BC"
736,"CHILLIWACK CITY","1101540","BC"
737,"CHILLIWACK GIBSON ROAD","1101545","BC"
738,"CHILLIWACK MARBLEHILL CK","1101561","BC"
739,"CHILLIWACK R CENTRE CRK","1101564","BC"
740,"CHILLIWACK R FOLEY CREEK","1101565","BC"
742,"CHILLIWACK R TAMAHI CRK","1101567","BC"
743,"CHILLIWACK WESTVIEW","1101577","BC"
744,"CHILLIWACK YALE RD EAST","1101580","BC"
745,"CLOVERDALE","1101680","BC"
746,"CLOVERDALE CENTRE","1101707","BC"
747,"CLOVERDALE EAST","1101708","BC"
748,"CLOVERVALLEY FRYS CORNER","1101709","BC"
749,"COQUITLAM","1101888","BC"
750,"COQUITLAM COMO LAKE AVE","1101889","BC"
751,"COQUITLAM LAKE","1101890","BC"
752,"COQUITLAM MUNDY PARK","1101891","BC"
753,"EDENBANK SARDIS","1102F3H","BC"
754,"CULTUS LAKE","1102220","BC"
755,"CULTUS LAKE LINDELL","1102222","BC"
756,"CYPRESS BOWL","1102253","BC"
757,"CYPRESS BOWL UPPER","1102254","BC"
758,"DELTA ANNIEVILLE","1102410","BC"
759,"DELTA BEACH GROVE","1102412","BC"
760,"DELTA LADNER EAST","1102416","BC"
761,"DELTA LADNER SOUTH","1102417","BC"
762,"DELTA OLIVER SLOUGH","1102419","BC"
763,"DELTA PEBBLE HILL","1102420","BC"
764,"DELTA SUNSHINE HILLS","1102422","BC"
765,"DELTA TSAWWASSEN","1102424","BC"
766,"DELTA TSAWWASSEN BEACH","1102425","BC"
767,"DEROCHE","1102465","BC"
768,"ELBOW LAKE","1102650","BC"
769,"ESSONDALE","1102725","BC"
770,"FORT LANGLEY","1102910","BC"
771,"HANEY","1103322","BC"
772,"HANEY CORRL INSTN","1103324","BC"
773,"HANEY EAST","1103326","BC"
774,"HANEY 532","1103327","BC"
775,"HANEY PINE RIDGE CAMP","1103329","BC"
776,"HANEY UBC RF ADMIN","1103332","BC"
777,"HANEY UBC RF LOON LAKE","1103333","BC"
778,"HANEY UBC RF SPUR 17","1103334","BC"
779,"HATZIC LAKE","1103342","BC"
780,"HEMLOCK","1103440","BC"
781,"HOLLYBURN RIDGE","1103510","BC"
782,"HUNTINGDON METER STATION","1103635","BC"
783,"HUNTINGDON VYE ROAD","1103636","BC"
784,"INDIAN ARM CENTRAL","1103647","BC"
785,"INDIAN ARM WOODLANDS","1103648","BC"
786,"IOCO REFINERY","1103660","BC"
787,"MAPLE RIDGE KANAKA CREEK","1104R02","BC"
788,"KENSINGTON PRAIRIE","1104080","BC"
789,"LADNER","1104468","BC"
790,"LADNER","1104470","BC"
791,"LADNER BCHPA","1104473","BC"
792,"LADNER MONITOR STN","1104477","BC"
793,"LADNER PORT GUICHON","1104484","BC"
794,"LAIDLAW","1104488","BC"
795,"LANGLEY","1104550","BC"
796,"LANGLEY CAMPBELL R PK","1104553","BC"
797,"LANGLEY CENTRE","1104554","BC"
798,"LANGLEY LOCHIEL","1104555","BC"
799,"LANGLEY PRAIRIE","1104560","BC"
800,"LANGLEY RIVER ROAD","1104562","BC"
801,"LANGLEY WELLS","1104565","BC"
802,"LANGLEY 96 AVENUE","1104569","BC"
803,"LIONS BAY","1104634","BC"
804,"MAPLE RIDGE","1104902","BC"
805,"MATSQUI","1104927","BC"
806,"MATSQUI ROSS ROAD","1104928","BC"
807,"N VANCOUVER DOLLARTON 2","1105F5F","BC"
808,"MILNER AIC","1105155","BC"
809,"MISSION","1105190","BC"
810,"MISSION WEST ABBEY","1105192","BC"
811,"MOUNT SEYMOUR","1105230","BC"
812,"NEW WESTMINSTER","1105550","BC"
813,"NEW WESTMINSTER BC PEN","1105553","BC"
814,"NEW WESTM QUEENS PARK","1105560","BC"
815,"NEW WESTMINSTER WEST","1105570","BC"
817,"NORTH BURNABY UNION","1105627","BC"
818,"NORTH NICOMEN","1105630","BC"
819,"N VANCOUVER CANYON HTS","1105652","BC"
820,"N VANCOUVER CAPILANO","1105655","BC"
821,"NORTH VANCOUVER CITY","1105656","BC"
822,"N VANCOUVER GLENAIRE","1105657","BC"
823,"N VANC GROUSE MTN RESORT","1105658","BC"
824,"NORTH VANCOUVER HOLYROOD","1105659","BC"
825,"N VANCOUVER LYNN CREEK","1105660","BC"
826,"N VANCOUVER LYNN VALLEY","1105661","BC"
827,"N VANCOUVER MOSQUITO CR","1105663","BC"
828,"NORTH VANCOUVER NORGATE","1105664","BC"
829,"N VANCOUVER N LONSDALE","1105665","BC"
830,"N VANCOUVER 2ND NARROWS","1105666","BC"
831,"N VANCOUVER UPR LONSDALE","1105667","BC"
832,"N VANCOUVER UPPER LYNN","1105668","BC"
833,"N VANCOUVER WHARVES","1105669","BC"
834,"PORT MOODY GLENAYRE","1106CL2","BC"
835,"RICHMOND BROADMOOR 2","1106GF3","BC"
836,"PORT MOODY MERIDIAN","1106L3K","BC"
837,"RICHMOND NATURE PARK","1106PF7","BC"
838,"RICHMOND GEAL RD","1106P6N","BC"
839,"PITT LAKE","1106174","BC"
840,"PITT MEADOWS A","1106177","BC"
841,"PITT MEADOWS LOUGHEED","1106179","BC"
842,"PITT POLDER","1106180","BC"
843,"PITT RIVER","1106190","BC"
844,"POINT ATKINSON","1106200","BC"
845,"PORT COQUITLAM","1106255","BC"
846,"PORT COQUITLAM CITY YARD","1106256","BC"
847,"PRT COQUITLAM PRAIRIE RD","1106257","BC"
848,"PORT MOODY CENTRE","11063L2","BC"
849,"PORT KELLS","1106300","BC"
850,"REIDVILLE","1106720","BC"
851,"RICHMOND CBC TRANSMITTER","1106762","BC"
852,"RICHMOND BROADMOOR","1106763","BC"
853,"RICHMOND DALLYN 2","1106764","BC"
854,"RICHMOND EAST","1106765","BC"
855,"RICHMOND MCLENNAN ROAD","1106766","BC"
856,"RICHMOND MINLER ROAD","1106767","BC"
857,"RICHMOND NELSON RD","1106768","BC"
858,"RICHMOND RIVER ROAD EAST","1106770","BC"
859,"ROSEDALE","1106865","BC"
860,"RUSKIN","1106910","BC"
861,"SURREY 99A AVE","1107H7H","BC"
862,"SURREY WHITE ROCK","1107H7R","BC"
863,"SURREY 104 AVE 164 ST","1107QP8","BC"
864,"SARDIS","1107080","BC"
865,"SEYMOUR CREEK","1107195","BC"
866,"SEYMOUR FALLS","1107200","BC"
867,"STAVE FALLS","1107680","BC"
868,"STAVE LAKE SEVENTYNINE CREEK","1107689","BC"
869,"STEVESTON","1107710","BC"
870,"SUMAS CANAL","1107785","BC"
871,"SUMAS PRAIRIE","1107788","BC"
872,"SUMAS PRAIRIE 2","1107790","BC"
873,"SURREY BRIDGEVIEW","11078GK","BC"
874,"SURREY KWANTLEN PARK","1107873","BC"
875,"SURREY MUNICIPAL HALL","1107876","BC"
876,"SURREY NEWTON","1107878","BC"
877,"SURREY SUNNYSIDE","1107879","BC"
878,"W VANCOUVER CRESTWELL RD","1108H2G","BC"
879,"VANCOUVER WALES ST","1108M87","BC"
880,"VANCOUVER CEDAR COTTAGE","1108410","BC"
881,"VANCOUVER CENTRAL PARK","1108414","BC"
882,"VANCOUVER CITY HALL","1108430","BC"
883,"VANCOUVER DUNBAR","1108435","BC"
884,"VANCOUVER DUNBAR SOUTH","1108436","BC"
885,"VANCOUVER EXHIB PARK","1108440","BC"
886,"VANCOUVER FAIRVIEW","1108442","BC"
887,"VANCOUVER FRASERVIEW","1108445","BC"
888,"VANCOUVER HARBOUR CS","1108446","BC"
889,"VANCOUVER INT'L A","1108447","BC"
890,"VANCOUVER KERRISDALE","1108448","BC"
891,"VANCOUVER KERRISDALE","1108449","BC"
892,"VANCOUVER KINGCREST","1108450","BC"
893,"VANCOUVER KITSILANO","1108453","BC"
894,"VANCOUVER MARPOLE","1108455","BC"
895,"VANCOUVER MT PLEASANT","1108460","BC"
896,"VANCOUVER OAK 53","1108462","BC"
897,"VANCOUVER OAKRIDGE","1108463","BC"
898,"VANCOUVER PMO","1108465","BC"
899,"VANCOUVER QUILCHENA","1108470","BC"
900,"VANCOUVER RUPERT ST","1108471","BC"
901,"VANCOUVER SOUTHLANDS","1108473","BC"
902,"VANCOUVER SOUTH FRASER","1108475","BC"
903,"VANCOUVER UBC","1108487","BC"
904,"VANCOUVER WEST PT GREY","1108488","BC"
905,"VANCOUVER WPG BYNG","1108489","BC"
906,"VEDDER SOUTH LICKMAN","1108530","BC"
907,"WEST VANCOUVER","1108820","BC"
908,"W VANC BALLANTREE PLACE","1108823","BC"
909,"W VANC CAPILANO GCC","1108825","BC"
910,"W VANCOUVER COPPER COVE","1108826","BC"
911,"W VANCOUVER CYPRESS PARK","1108828","BC"
912,"W VANCOUVER DUNDARAVE","1108829","BC"
913,"WEST VANCOUVER KEW BEACH","1108831","BC"
914,"WEST VANCOUVER MACBETH","1108835","BC"
915,"WEST VANCOUVER MATHERS","1108837","BC"
916,"W VANCOUVER MILLSTREAM","1108840","BC"
917,"WEST VANCOUVER OTTAWA","1108844","BC"
918,"W VANCOUVER PALMERSTON","1108846","BC"
919,"WEST VANCOUVER RENA CRES","1108848","BC"
920,"WHALLEY BALL PARK","1108885","BC"
